,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation,state
876,Leon,12764,Valid,H5,30000.0,Found,1943.0,37.66667,-96.76667,"(37.666670, -96.766670)",US-KS
877,Leoville,12766,Valid,CV3,8100.0,Found,1961.0,39.63333,-100.46722,"(39.633330, -100.467220)",US-KS
878,Leoville (b),12767,Valid,OC,2500.0,Found,1969.0,39.60833,-100.475,"(39.608330, -100.475000)",US-KS
879,Leslie,12771,Valid,H5,895.0,Found,1968.0,34.61139,-100.855,"(34.611390, -100.855000)",US-TX
880,Lewiston,14643,Valid,H4,4416.0,Found,1983.0,34.00833,-103.60278,"(34.008330, -103.602780)",US-NM
881,Lexington County,14644,Valid,"Iron, IAB-MG",4760.0,Found,1880.0,34.0,-81.25,"(34.000000, -81.250000)",US-NC
882,Lick Creek,14647,Valid,"Iron, IIAB",1240.0,Found,1879.0,35.66667,-80.25,"(35.666670, -80.250000)",US-NC
883,Lider (a),14648,Valid,L5,2160.0,Found,1972.0,34.655,-101.64,"(34.655000, -101.640000)",US-TX
884,Lider (b),14649,Valid,H5,1800.0,Found,1972.0,34.655,-101.64,"(34.655000, -101.640000)",US-TX
885,Lime Creek,14651,Valid,"Iron, IAB-ung",20000.0,Found,1834.0,31.55,-87.51667,"(31.550000, -87.516670)",US-AL
886,Lincoln County,14654,Valid,L6,4500.0,Found,1937.0,39.36667,-103.16667,"(39.366670, -103.166670)",US-CO
887,Linville,14656,Valid,"Iron, IAB-sHH",442.0,Found,1882.0,35.86667,-81.91667,"(35.866670, -81.916670)",US-TN
888,Linwood,14657,Valid,"Iron, IAB-MG",46000.0,Found,1940.0,41.43333,-96.96667,"(41.433330, -96.966670)",US-NE
889,Little Ash Creek,14662,Valid,L5,21.4,Found,2001.0,34.38667,-112.02833,"(34.386670, -112.028330)",US-AZ
890,Little Harquahala Mountains,53484,Valid,H-melt rock,262.2,Found,2006.0,33.69177,-113.63612,"(33.691770, -113.636120)",US-AZ
891,Little River (a),14665,Valid,H6,4400.0,Found,1967.0,38.38333,-98.01667,"(38.383330, -98.016670)",US-KS
892,Little River (b),14666,Valid,H4/5,11700.0,Found,1965.0,38.44,-98.06667,"(38.440000, -98.066670)",US-KS
893,Little Spring Creek,30743,Valid,H5,2950.0,Found,1937.0,37.68333,-105.7,"(37.683330, -105.700000)",US-CO
894,Littlerock,14667,Valid,H6,19050.0,Found,1979.0,34.51667,-117.98333,"(34.516670, -117.983330)",US-CA
895,Livingston (Montana),14668,Valid,"Iron, IIIAB",1600.0,Found,1936.0,45.6,-110.58333,"(45.600000, -110.583330)",US-MT
896,Livingston (Tennessee),14669,Valid,"Iron, IAB-ung",235.0,Found,1937.0,36.41667,-85.25,"(36.416670, -85.250000)",US-TN
897,Llano River,53635,Valid,"Iron, IIIAB",4318.0,Found,1975.0,30.52213,-99.73698,"(30.522130, -99.736980)",US-TX
898,Lockney,14672,Valid,L6,824.0,Found,1944.0,34.15,-101.3,"(34.150000, -101.300000)",US-TX
899,Locust Grove,14673,Valid,"Iron, IIAB",10000.0,Found,1857.0,33.33333,-84.1,"(33.333330, -84.100000)",US-GA
900,Logan,14677,Valid,H5,1315.0,Found,1918.0,36.58333,-100.2,"(36.583330, -100.200000)",US-OK
901,Lombard,14679,Valid,"Iron, IIAB",7000.0,Found,1953.0,46.1,-111.4,"(46.100000, -111.400000)",US-ID
902,Lonaconing,14680,Valid,"Iron, IAB-sHL",1400.0,Found,1888.0,39.41667,-79.15,"(39.416670, -79.150000)",US-VA
903,Lone Star,14682,Valid,H4,4300.0,Found,1965.0,34.25972,-101.40833,"(34.259720, -101.408330)",US-TX
904,Lone Tree,14683,Valid,H4,20676.0,Found,1971.0,41.5,-91.47917,"(41.500000, -91.479170)",US-IA
905,Long Island,14694,Valid,L6,564000.0,Found,1891.0,39.93333,-99.6,"(39.933330, -99.600000)",US-KS
906,Loomis,14698,Valid,L6,3020.0,Found,1933.0,40.46667,-99.5,"(40.466670, -99.500000)",US-NE
907,Loop,14702,Valid,L6,5600.0,Found,1962.0,32.9,-102.28333,"(32.900000, -102.283330)",US-TX
908,Loop (b),14703,Valid,H,1600.0,Found,1964.0,32.99167,-102.38833,"(32.991670, -102.388330)",US-TX
909,Loop (c),14704,Valid,OC,861.0,Found,1964.0,32.98333,-102.38833,"(32.983330, -102.388330)",US-TX
910,Lorenzo,44717,Valid,L5,611.9,Found,1941.0,41.03333,-102.88333,"(41.033330, -102.883330)",US-NE
911,Loreto,14705,Valid,"Iron, IIIAB",94800.0,Found,1896.0,26.01667,-111.36667,"(26.016670, -111.366670)",
912,Los Lunas,14707,Valid,H4,94.5,Found,1978.0,34.8125,-106.79167,"(34.812500, -106.791670)",US-NM
913,Lost Creek,14712,Valid,H3.8,4018.0,Found,1916.0,39.12417,-98.16778,"(39.124170, -98.167780)",US-KS
914,Lost Draw,14713,Valid,OC,309.0,Found,1980.0,33.28944,-102.54306,"(33.289440, -102.543060)",US-TX
915,Lost Lake,14714,Valid,L6,11.0,Found,1931.0,37.65,-105.73333,"(37.650000, -105.733330)",US-CO
916,Losttown,14715,Valid,"Iron, IID",3000.0,Found,1868.0,34.25,-84.5,"(34.250000, -84.500000)",US-GA
917,Lubbock,14722,Valid,L5,1457.8,Found,1938.0,33.6,-101.73333,"(33.600000, -101.733330)",US-TX
918,Lucerne Valley 001,14725,Valid,L6,15.8,Found,1963.0,34.5,-116.95,"(34.500000, -116.950000)",US-CA
919,Lucerne Valley 002,14726,Valid,LL4,5.8,Found,1963.0,34.5,-116.95,"(34.500000, -116.950000)",US-CA
920,Lucerne Valley 003,14727,Valid,H6,7.5,Found,1963.0,34.5,-116.95,"(34.500000, -116.950000)",US-CA
921,Lucerne Valley 004,14728,Valid,L6,37.4,Found,1963.0,34.5,-116.95,"(34.500000, -116.950000)",US-CA
922,Lucerne Valley 005,14729,Valid,L6,3.1,Found,1963.0,34.5,-116.95,"(34.500000, -116.950000)",US-CA
923,Lucerne Valley 006,14730,Valid,H4,26.9,Found,1963.0,34.5,-116.95,"(34.500000, -116.950000)",US-CA
924,Lucerne Valley 007,14731,Valid,OC,4.8,Found,1963.0,34.5,-116.95,"(34.500000, -116.950000)",US-CA
925,Lucerne Valley 008,14732,Valid,H4,2.0,Found,1964.0,34.5,-116.95,"(34.500000, -116.950000)",US-CA
926,Lucerne Valley 009,14733,Valid,H4,3.0,Found,1965.0,34.5,-116.95,"(34.500000, -116.950000)",US-CA
927,Lucerne Valley 010,14734,Valid,H4,6.4,Found,1965.0,34.5,-116.95,"(34.500000, -116.950000)",US-CA
928,Lucerne Valley 011,14735,Valid,L6,3.8,Found,1968.0,34.5,-116.95,"(34.500000, -116.950000)",US-CA
929,Lucerne Valley 012,14736,Valid,H6,1.2,Found,1968.0,34.5,-116.95,"(34.500000, -116.950000)",US-CA
930,Lucerne Valley 013,14737,Valid,L5,14.0,Found,1992.0,34.5,-116.95,"(34.500000, -116.950000)",US-CA
931,Lucerne Valley 014,14738,Valid,L5,3.4,Found,1998.0,34.50133,-116.96467,"(34.501330, -116.964670)",US-CA
932,Lucerne Valley 015,14739,Valid,LL6,12.5,Found,1998.0,34.5095,-116.95583,"(34.509500, -116.955830)",US-CA
933,Lucerne Valley 016,14740,Valid,L5,4.1,Found,1998.0,34.5125,-116.95083,"(34.512500, -116.950830)",US-CA
934,Lucerne Valley 017,14741,Valid,L6,12.8,Found,1999.0,34.5,-116.95,"(34.500000, -116.950000)",US-CA
935,Lucerne Valley 018,14742,Valid,H6,0.97,Found,2002.0,34.48793,-116.9488,"(34.487930, -116.948800)",US-CA
936,Lucerne Valley 019,14743,Valid,L6,3.91,Found,2002.0,34.48868,-116.94985,"(34.488680, -116.949850)",US-CA
937,Lucerne Valley 020,14744,Valid,H6,18.4,Found,2002.0,34.4918,-116.943,"(34.491800, -116.943000)",US-CA
938,Lucerne Valley 021,14745,Valid,H6,3.92,Found,2002.0,34.49312,-116.94662,"(34.493120, -116.946620)",US-CA
939,Lucerne Valley 022,14746,Valid,LL4,16.49,Found,2002.0,34.49058,-116.95032,"(34.490580, -116.950320)",US-CA
940,Lucerne Valley 023,14747,Valid,L6,7.56,Found,2002.0,34.49095,-116.95038,"(34.490950, -116.950380)",US-CA
941,Lucerne Valley 024,14748,Valid,L6,2.71,Found,2003.0,34.49553,-116.9471,"(34.495530, -116.947100)",US-CA
942,Lucerne Valley 025,31364,Valid,H4,21.0,Found,2003.0,34.51087,-116.93545,"(34.510870, -116.935450)",US-CA
943,Lucerne Valley 026,30746,Valid,L5,5.6,Found,2003.0,34.5001,-116.94217,"(34.500100, -116.942170)",US-CA
944,Lucerne Valley 027,30747,Valid,L6,3.1,Found,2003.0,34.48715,-116.95337,"(34.487150, -116.953370)",US-CA
945,Lucerne Valley 028,35466,Valid,CK4,3.0,Found,2003.0,34.4875,-116.95567,"(34.487500, -116.955670)",US-CA
946,Lucerne Valley 029,35467,Valid,CK4,10.1,Found,2003.0,34.487,-116.956,"(34.487000, -116.956000)",US-CA
947,Lucerne Valley 030,35468,Valid,CK4,4.12,Found,2004.0,34.48708,-116.95797,"(34.487080, -116.957970)",US-CA
948,Lucerne Valley 031,35469,Valid,CK4,3.22,Found,2004.0,34.4871,-116.9578,"(34.487100, -116.957800)",US-CA
949,Lucerne Valley 032,35470,Valid,CK4,11.87,Found,2004.0,34.49015,-116.94985,"(34.490150, -116.949850)",US-CA
950,Lucerne Valley 035,35471,Valid,CK4,0.92,Found,2004.0,34.4868,-116.95837,"(34.486800, -116.958370)",US-CA
951,Lucerne Valley 036,35472,Valid,CK4,2.48,Found,2004.0,34.48793,-116.95638,"(34.487930, -116.956380)",US-CA
952,Lucerne Valley 037,35473,Valid,CK4,0.9,Found,2004.0,34.48887,-116.95223,"(34.488870, -116.952230)",US-CA
953,Lucerne Valley 040,31365,Valid,L6,5.21,Found,2004.0,34.4921,-116.94308,"(34.492100, -116.943080)",US-CA
954,Lucerne Valley 041,31366,Valid,L6,0.84,Found,2004.0,34.48975,-116.94277,"(34.489750, -116.942770)",US-CA
955,Lucerne Valley 042,31367,Valid,L6,2.17,Found,2004.0,34.48595,-116.9637,"(34.485950, -116.963700)",US-CA
956,Lucerne Valley 043,31368,Valid,L4,1.75,Found,2004.0,34.48457,-116.96255,"(34.484570, -116.962550)",US-CA
957,Lucerne Valley 044,31369,Valid,L6,106.22,Found,2004.0,34.48413,-116.96083,"(34.484130, -116.960830)",US-CA
958,Lucerne Valley 045,31370,Valid,L6,38.56,Found,2004.0,34.487,-116.96512,"(34.487000, -116.965120)",US-CA
959,Lucerne Valley 046,31371,Valid,L6,10.32,Found,2004.0,34.48742,-116.9735,"(34.487420, -116.973500)",US-CA
960,Lucerne Valley 047,31372,Valid,L6,30.43,Found,2004.0,34.48613,-116.9739,"(34.486130, -116.973900)",US-CA
961,Lucerne Valley 048,31373,Valid,H4,2.29,Found,2004.0,34.48667,-116.95833,"(34.486670, -116.958330)",US-CA
962,Lucerne Valley 049,30748,Valid,L6,9.2,Found,2004.0,34.48472,-116.96107,"(34.484720, -116.961070)",US-CA
963,Lucerne Valley 050,32766,Valid,H4,6.85,Found,2005.0,34.48728,-116.95833,"(34.487280, -116.958330)",US-CA
964,Lucerne Valley 051,44718,Valid,L5,6.0,Found,2003.0,34.525,-116.95333,"(34.525000, -116.953330)",US-CA
965,Lucerne Valley 057,45967,Valid,L6,13.15,Found,2005.0,34.486,-116.97275,"(34.486000, -116.972750)",US-CA
966,Lucerne Valley 058,45968,Valid,L6,0.85,Found,2006.0,34.51092,-116.93962,"(34.510920, -116.939620)",US-CA
967,Lucerne Valley 089,52460,Valid,L5,2.6,Found,2007.0,34.48972,-116.98128,"(34.489720, -116.981280)",US-CA
968,Lucerne Valley 090,52461,Valid,L5,30.7,Found,2007.0,34.48823,-116.97797,"(34.488230, -116.977970)",US-CA
969,Lucerne Valley 091,52462,Valid,H4,12.7,Found,2007.0,34.48075,-116.9788,"(34.480750, -116.978800)",US-CA
970,Lucerne Valley 092,52463,Valid,H5,0.6,Found,2007.0,34.48148,-116.95325,"(34.481480, -116.953250)",US-CA
971,Lucerne Valley 093,52464,Valid,L6,3.93,Found,2007.0,34.4887,-116.9788,"(34.488700, -116.978800)",US-CA
972,Lucerne Valley 094,52526,Valid,CK5,3.5,Found,2008.0,34.48712,-116.96147,"(34.487120, -116.961470)",US-CA
973,Lucerne Valley 095,52527,Valid,CK5,1.1,Found,2008.0,34.48657,-116.9592,"(34.486570, -116.959200)",US-CA
974,Lucerne Valley 096,52528,Valid,L5,7.3,Found,2008.0,34.48662,-116.9564,"(34.486620, -116.956400)",US-CA
975,Lucerne Valley 097,52529,Valid,CK4,6.5,Found,2008.0,34.48565,-116.95673,"(34.485650, -116.956730)",US-CA
976,Lucerne Valley 098,52530,Valid,CK4,1.5,Found,2008.0,34.48703,-116.95595,"(34.487030, -116.955950)",US-CA
977,Lucerne Valley 099,52531,Valid,CK5,3.2,Found,2008.0,34.48733,-116.96055,"(34.487330, -116.960550)",US-CA
978,Lucerne Valley 100,52532,Valid,CK5,0.8,Found,2008.0,34.48738,-116.96065,"(34.487380, -116.960650)",US-CA
979,Lucerne Valley 101,52533,Valid,CK4,4.0,Found,2008.0,34.48598,-116.95593,"(34.485980, -116.955930)",US-CA
980,Lucerne Valley 120,52465,Valid,L6,43.1,Found,2010.0,34.48388,-116.9501,"(34.483880, -116.950100)",US-CA
981,Lueders,14750,Valid,"Iron, IAB-MG",35400.0,Found,1973.0,32.83611,-99.60417,"(32.836110, -99.604170)",US-TX
982,Luis Lopez,14751,Valid,"Iron, IIIAB",7000.0,Found,1896.0,34.0,-106.96667,"(34.000000, -106.966670)",US-NM
983,Lunar Dry Lake,30749,Valid,L5,32.5,Found,2003.0,38.39918,-115.9967,"(38.399180, -115.996700)",US-NV
984,Luray,14758,Valid,OC,861.0,Found,1976.0,39.11667,-98.68333,"(39.116670, -98.683330)",US-KS
985,Lushton,14760,Valid,L6,6700.0,Found,1914.0,40.74972,-97.74972,"(40.749720, -97.749720)",US-NE
986,Lusk,14761,Valid,Iron,46.0,Found,1940.0,42.76667,-104.35,"(42.766670, -104.350000)",US-WY
987,Macy,15378,Valid,L6,42000.0,Found,1984.0,34.21667,-103.91667,"(34.216670, -103.916670)",US-NM
988,Madoc,15381,Valid,"Iron, IIIAB",168000.0,Found,1854.0,44.5,-77.46667,"(44.500000, -77.466670)",US-NY
989,Majuba,30752,Valid,L5,370.0,Found,1999.0,40.6265,-118.41033,"(40.626500, -118.410330)",US-NV
990,Majuba 002,30753,Valid,H4,2420.0,Found,2003.0,40.62832,-118.4167,"(40.628320, -118.416700)",US-NV
991,Majuba 003,30754,Valid,H4,1306.0,Found,2003.0,40.63078,-118.40918,"(40.630780, -118.409180)",US-NV
992,Majuba 007,54684,Valid,H4,1823.3,Found,2007.0,40.61667,-118.38472,"(40.616670, -118.384720)",US-NV
993,Mandalay Spring,57454,Valid,L6,2854.0,Found,2012.0,40.89201,-118.55319,"(40.892010, -118.553190)",US-NV
994,Mangum,55331,Valid,H4,750.0,Found,2008.0,34.849,-99.704,"(34.849000, -99.704000)",US-TX
995,Manitouwabing,15406,Valid,"Iron, IIIAB",39000.0,Found,1962.0,45.44,-79.87556,"(45.440000, -79.875560)",
996,Mapleton,15410,Valid,"Iron, IIIAB",49000.0,Found,1939.0,42.18333,-95.71667,"(42.183330, -95.716670)",US-NE
997,Marengo,15415,Valid,L6,68.0,Found,1991.0,42.29111,-88.62556,"(42.291110, -88.625560)",US-IL
998,Maricopa,15420,Valid,H,50.0,Found,1980.0,33.25,-112.05,"(33.250000, -112.050000)",US-AZ
999,Marion (Kansas),15425,Valid,L5,2890.0,Found,1955.0,38.36667,-97.03333,"(38.366670, -97.033330)",US-KS
1000,Marlow,15428,Valid,L5,68000.0,Found,1936.0,34.6,-97.91667,"(34.600000, -97.916670)",US-TX
1001,Marshall County,15433,Valid,"Iron, IIIAB",6800.0,Found,1860.0,37.0,-88.25,"(37.000000, -88.250000)",US-KY
1002,Marsland,15434,Valid,H5,6850.0,Found,1933.0,42.45,-103.3,"(42.450000, -103.300000)",US-NE
1003,Mart,15435,Valid,"Iron, IVA",7140.0,Found,1898.0,31.5,-96.88333,"(31.500000, -96.883330)",US-TX
1004,Mayday,15448,Valid,H4,6900.0,Found,1955.0,39.47444,-96.925,"(39.474440, -96.925000)",US-KS
1005,Mayfield,15450,Valid,H4,38400.0,Found,1972.0,37.30833,-97.545,"(37.308330, -97.545000)",US-KS
1006,Mayodan,15452,Valid,"Iron, IIAB",15400.0,Found,1920.0,36.38333,-79.86667,"(36.383330, -79.866670)",US-NC
1007,McAddo,15457,Valid,L6,1100.0,Found,1935.0,33.75,-100.93333,"(33.750000, -100.933330)",US-TX
1008,McCook,15459,Valid,L6,3602.0,Found,1965.0,40.02,-100.78333,"(40.020000, -100.783330)",US-NE
1009,McCracken,15460,Valid,H4/5,1530.0,Found,1980.0,38.525,-99.81,"(38.525000, -99.810000)",US-KS
1010,McKenzie Draw (a),15461,Valid,H4,11800.0,Found,1989.0,32.925,-102.625,"(32.925000, -102.625000)",US-TX
1011,McKenzie Draw (b),15462,Valid,H4,2990.0,Found,1989.0,32.925,-102.625,"(32.925000, -102.625000)",US-TX
1012,McKinney,15463,Valid,L4,150000.0,Found,1870.0,33.18333,-96.71667,"(33.183330, -96.716670)",US-TX
1013,McLean,15464,Valid,H6,4300.0,Found,1939.0,35.23333,-100.6,"(35.233330, -100.600000)",US-TX
1014,Meadow (a),15465,Valid,H5,1495.0,Found,1975.0,33.33139,-102.26889,"(33.331390, -102.268890)",US-TX
1015,Meadow (b),15466,Valid,L6,691.0,Found,1981.0,33.33139,-102.26889,"(33.331390, -102.268890)",US-TX
1016,Melrose (a),15475,Valid,L5,36400.0,Found,1933.0,34.38333,-103.61667,"(34.383330, -103.616670)",US-NM
1017,Melrose (b),15476,Valid,Howardite,50.5,Found,1971.0,34.39833,-103.605,"(34.398330, -103.605000)",US-NM
1018,Melvern Lake,15477,Valid,H5,7746.0,Found,1950.0,38.525,-95.78056,"(38.525000, -95.780560)",US-KS
1019,Mereta,15488,Valid,H4,1417.5,Found,1941.0,31.42611,-100.13333,"(31.426110, -100.133330)",US-TX
1020,Mertzon,15490,Valid,"Iron, IAB-ung",3720.0,Found,1943.0,31.26667,-100.83333,"(31.266670, -100.833330)",US-TX
1021,Mesa Verde Park,15494,Valid,"Iron, IAB-ung",3500.0,Found,1922.0,37.16667,-108.5,"(37.166670, -108.500000)",US-CO
1022,Miami,16630,Valid,H5,57700.0,Found,1930.0,35.66667,-100.6,"(35.666670, -100.600000)",US-TX
1023,Midland,16633,Valid,Iron,34.0,Found,1960.0,44.75,-79.88333,"(44.750000, -79.883330)",
1024,Millen,16644,Valid,H4,40800.0,Found,1975.0,32.83528,-81.87389,"(32.835280, -81.873890)",US-GA
1025,Miller (Kansas),16646,Valid,H4,970.0,Found,1950.0,38.625,-96.02278,"(38.625000, -96.022780)",US-KS
1026,Mills,16687,Valid,H6,88000.0,Found,1970.0,36.23,-104.11889,"(36.230000, -104.118890)",US-NM
1027,Milnesand (stone),16690,Valid,L6,34.0,Found,1981.0,33.63333,-103.33333,"(33.633330, -103.333330)",US-NM
1028,Milton,16691,Valid,"Pallasite, ungrouped",2040.0,Found,2000.0,40.2875,-95.37667,"(40.287500, -95.376670)",US-NE
1029,Mincy,16694,Valid,Mesosiderite-B4,89400.0,Found,1857.0,36.55,-93.1,"(36.550000, -93.100000)",US-MO
1030,Mission,16704,Valid,L,12000.0,Found,1949.0,43.31667,-100.76667,"(43.316670, -100.766670)",US-SD
1031,Moapa Valley,48952,Valid,CM1,698.8,Found,2004.0,36.55722,-114.42694,"(36.557220, -114.426940)",US-NV
1032,Moctezuma,16710,Valid,"Iron, IAB-sLL",1700.0,Found,1889.0,29.8,-109.66667,"(29.800000, -109.666670)",
1033,Modoc (1948),16712,Valid,H6,1800.0,Found,1948.0,38.5,-101.1,"(38.500000, -101.100000)",US-KS
1034,Mohawk,34059,Valid,"Iron, IAB complex",586.0,Found,2000.0,32.73,-113.71,"(32.730000, -113.710000)",US-AZ
1035,Monahans (1938),16718,Valid,"Iron, IIF",27900.0,Found,1938.0,31.48333,-102.88333,"(31.483330, -102.883330)",US-TX
1036,Monticello,16728,Valid,Howardite,210.0,Found,1982.0,36.95,-84.9,"(36.950000, -84.900000)",US-KY
1037,Monument Draw,16732,Valid,Acapulcoite,524.5,Found,1985.0,32.50333,-102.74333,"(32.503330, -102.743330)",US-TX
1038,Moriarty,16744,Valid,L,330.0,Found,1975.0,34.98333,-106.05,"(34.983330, -106.050000)",US-NM
1039,Morito,16745,Valid,"Iron, IIIAB",10100000.0,Found,1600.0,27.05,-105.43333,"(27.050000, -105.433330)",US-TX
1040,Morland,16746,Valid,H6,295000.0,Found,1890.0,39.33333,-100.06667,"(39.333330, -100.066670)",US-KS
1041,Morrill,16749,Valid,"Iron, IAB-an",1387.0,Found,1920.0,42.18333,-103.93333,"(42.183330, -103.933330)",US-NE
1042,Morristown,16750,Valid,Mesosiderite-A3,16300.0,Found,1887.0,36.2,-83.38333,"(36.200000, -83.383330)",US-TN
1043,Morrow County,51707,Valid,L6,18200.0,Found,1999.0,45.5,-119.5,"(45.500000, -119.500000)",US-OR
1044,Morton,16753,Valid,H6,6400.0,Found,1980.0,33.71667,-102.76667,"(33.716670, -102.766670)",US-TX
1045,Mosca,16755,Valid,L6,6220.0,Found,1942.0,37.63333,-105.83333,"(37.633330, -105.833330)",US-CO
1046,Mosquero,16757,Valid,H4,1800.0,Found,1963.0,35.75,-103.93333,"(35.750000, -103.933330)",US-NM
1047,Mount Joy,16779,Valid,"Iron, IIAB",384000.0,Found,1887.0,39.78333,-77.21667,"(39.783330, -77.216670)",US-PA
1048,Mount Morris (New York),16782,Valid,H,12.5,Found,1897.0,42.7,-77.88333,"(42.700000, -77.883330)",US-NY
1049,Mount Morris (Wisconsin),16783,Valid,"Iron, IAB-an",676.0,Found,1937.0,44.0,-89.25,"(44.000000, -89.250000)",US-WI
1050,Mount Ouray,16784,Valid,"Iron, IID",900.0,Found,1898.0,38.41667,-106.21667,"(38.416670, -106.216670)",US-CO
1051,Mount Vernon,16806,Valid,"Pallasite, PMG",159000.0,Found,1868.0,36.93333,-87.4,"(36.933330, -87.400000)",US-KY
1052,Mud Dry Lake,16840,Valid,H3,18255.0,Found,2002.0,37.8594,-117.02097,"(37.859400, -117.020970)",US-NV
1053,Mulberry Draw,16845,Valid,L5,9716.0,Found,1963.0,35.63333,-100.13333,"(35.633330, -100.133330)",US-TX
1054,Muleshoe,16846,Valid,H4/6,3600.0,Found,1972.0,34.12167,-102.695,"(34.121670, -102.695000)",US-TX
1055,Murfreesboro,16877,Valid,"Iron, ungrouped",8600.0,Found,1847.0,35.83333,-86.41667,"(35.833330, -86.416670)",US-TN
1056,Muroc,16879,Valid,L,18.4,Found,1936.0,34.91667,-117.83333,"(34.916670, -117.833330)",US-CA
1057,Muroc Dry Lake,16880,Valid,L6,223.0,Found,1936.0,34.91667,-117.83333,"(34.916670, -117.833330)",US-CA
1058,Murphy,16881,Valid,"Iron, IIAB",7700.0,Found,1899.0,35.1,-84.03333,"(35.100000, -84.033330)",US-TN
1059,Myersville,16886,Valid,OC,5397.0,Found,1969.0,28.95,-97.40278,"(28.950000, -97.402780)",US-TX
1060,Naruna (a),16916,Valid,H4,672.3,Found,1935.0,30.95,-98.26667,"(30.950000, -98.266670)",US-TX
1061,Naruna (b),16917,Valid,H4,513.3,Found,1942.0,30.95,-98.28333,"(30.950000, -98.283330)",US-TX
1062,Nashville (iron),16920,Valid,Iron,18000.0,Found,1934.0,35.96667,-77.96667,"(35.966670, -77.966670)",US-NC
1063,Nashville (stone),16921,Valid,L6,25000.0,Found,1939.0,37.45,-98.41667,"(37.450000, -98.416670)",US-KS
1064,Navajo,16926,Valid,"Iron, IIAB",2184000.0,Found,1921.0,35.33333,-109.5,"(35.333330, -109.500000)",US-AZ
1065,Naviska,48657,Valid,"Iron, IAB complex",147.0,Found,2004.0,32.5,-111.28,"(32.500000, -111.280000)",US-AZ
1066,Nazareth (a),16928,Valid,L6,44.0,Found,1938.0,34.5,-102.25,"(34.500000, -102.250000)",US-TX
1067,Nazareth (b),16929,Valid,L6,3600.0,Found,1967.0,34.5,-102.25,"(34.500000, -102.250000)",US-TX
1068,Nazareth (c),16930,Valid,H5,222.0,Found,1970.0,34.58333,-102.08333,"(34.583330, -102.083330)",US-TX
1069,Nazareth (d),16931,Valid,H6,1500.0,Found,1968.0,34.58333,-102.08333,"(34.583330, -102.083330)",US-TX
1070,Nazareth (e),16932,Valid,H6,13100.0,Found,1977.0,34.58333,-102.05,"(34.583330, -102.050000)",US-TX
1071,Nazareth (iron),16933,Valid,"Iron, IIIAB",11310.0,Found,1968.0,34.52667,-102.105,"(34.526670, -102.105000)",US-TX
1072,Needles,16936,Valid,"Iron, IID",45300.0,Found,1962.0,34.44417,-114.8325,"(34.444170, -114.832500)",US-CA
1073,Needmore,16937,Valid,OC,1793.0,Found,1976.0,34.04472,-102.79917,"(34.044720, -102.799170)",US-TX
1074,Neenach,16938,Valid,L6,13800.0,Found,1948.0,34.8,-118.5,"(34.800000, -118.500000)",US-CA
1075,Nelson County,16942,Valid,"Iron, IIIF",73030.0,Found,1856.0,37.75,-85.5,"(37.750000, -85.500000)",US-KY
1076,Ness County (1894),16946,Valid,L6,82000.0,Found,1894.0,38.5,-99.6,"(38.500000, -99.600000)",US-KS
1077,Ness County (1938),16947,Valid,H4,652.0,Found,1938.0,38.48333,-99.91667,"(38.483330, -99.916670)",US-KS
1078,New Almelo,16951,Valid,L5,8000.0,Found,1917.0,39.66667,-100.0,"(39.666670, -100.000000)",US-KS
1079,New Baltimore,16952,Valid,"Iron, ungrouped",20000.0,Found,1922.0,40.0,-78.85,"(40.000000, -78.850000)",US-PA
1080,New Deal,52094,Valid,H6,266.0,Found,2010.0,33.721,-101.8389,"(33.721000, -101.838900)",US-TX
1081,New Leipzig,16955,Valid,"Iron, IAB-MG",20000.0,Found,1936.0,46.36667,-101.95,"(46.366670, -101.950000)",US-ND
1082,New Lynn,16956,Valid,L6,800.0,Found,1986.0,33.17,-101.63833,"(33.170000, -101.638330)",US-TX
1083,New Mexico,16957,Valid,Iron,130.0,Found,1935.0,34.5,-107.0,"(34.500000, -107.000000)",US-NM
1084,New Moore (a),16958,Valid,OC,100.3,Found,1972.0,33.11667,-102.11667,"(33.116670, -102.116670)",US-TX
1085,New Moore (b),16959,Valid,OC,200.0,Found,1975.0,33.11833,-102.11333,"(33.118330, -102.113330)",US-TX
1086,New Raymer,30758,Valid,LL4,3400.0,Found,1995.0,40.62583,-103.84033,"(40.625830, -103.840330)",US-NE
1087,New Westville,16961,Valid,"Iron, IVA",4800.0,Found,1941.0,39.8,-84.81667,"(39.800000, -84.816670)",US-OH
1088,Newport,16962,Valid,"Pallasite, PMG",5600.0,Found,1923.0,35.6,-91.26667,"(35.600000, -91.266670)",US-AR
1089,Newsom,16963,Valid,L6,892.0,Found,1939.0,37.6,-105.83333,"(37.600000, -105.833330)",US-CO
1090,Niagara,16969,Valid,"Iron, IAB-sLL",115.0,Found,1879.0,48.0,-97.93333,"(48.000000, -97.933330)",US-ND
1091,Norcateur,16991,Valid,L6,3200.0,Found,1940.0,39.81667,-100.2,"(39.816670, -100.200000)",US-KS
1092,Nordheim,16992,Valid,"Iron, ungrouped",15150.0,Found,1932.0,28.86667,-97.61667,"(28.866670, -97.616670)",US-TX
1093,Norfolk,16993,Valid,"Iron, IIIAB",23000.0,Found,1907.0,36.9,-76.3,"(36.900000, -76.300000)",US-VA
